System	Type	pTM+ipTM	pDockQ	minShared	maxShared
mt14	AC	0.25215182418743237	0.035	0.16312056737588654	0.3898305084745763	
mt14	AC	0.24985208988724833	0.049	0.24113475177304963	0.37777777777777777	
mt14	AC	0.23903421321905294	0.029	0.11347517730496454	0.3137254901960784	
mt14	AC	0.2386008569861811	0.034	0.24113475177304963	0.4927536231884058	
mt14	AC	0.23159491739622987	0.034	0.24113475177304963	0.44155844155844154	
mt14	AC	0.23005742356659026	0.036	0.1347517730496454	0.31666666666666665	
mt14	AC	0.2275244600331014	0.031	0.0851063829787234	0.2222222222222222	
mt14	AC	0.22302126469086422	0.033	0.18439716312056736	0.3939393939393939	
mt14	AC	0.22196089479125708	0.041	0.14893617021276595	0.35	
mt14	AC	0.21850020628296452	0.035	0.19148936170212766	0.3698630136986301	
mt14	AC	0.2175475711880071	0.031	0.19858156028368795	0.3684210526315789	
mt14	AC	0.21093693613704062	0.035	0.18439716312056736	0.36619718309859156	
mt14	AC	0.20765706849019777	0.033	0.24113475177304963	0.4358974358974359	
mt14	AC	0.19995644187580175	0.029	0.1347517730496454	0.36538461538461536	
mt14	AC	0.19138281419383796	0.035	0.1702127659574468	0.41379310344827586	
mt14	AC	0.18259154777932113	0.039	0.1773049645390071	0.32051282051282054	
mt14	AT	0.8376542659861913	0.432	0.5673758865248227	0.8080808080808081	
mt14	AT	0.8313692502938783	0.443	0.5673758865248227	0.8695652173913043	
mt14	AT	0.827822914337832	0.416	0.5673758865248227	0.7017543859649122	
mt14	AT	0.8259809862888037	0.401	0.5602836879432624	0.8681318681318682	
mt14	AT	0.8259281304190808	0.393	0.5673758865248227	0.7766990291262136	
mt14	AT	0.8225712737179292	0.388	0.5957446808510638	0.7706422018348624	
mt14	AT	0.8213316938176479	0.404	0.574468085106383	0.81	
mt14	AT	0.8182572729755062	0.38	0.5673758865248227	0.7619047619047619	
mt14	AT	0.8173084301959046	0.369	0.574468085106383	0.7297297297297297	
mt14	AT	0.8159451021489593	0.387	0.5531914893617021	0.9176470588235294	
mt14	AT	0.8158053584553774	0.39	0.574468085106383	0.801980198019802	
mt14	AT	0.8154004959528066	0.328	0.5106382978723404	0.8571428571428571	
mt14	AT	0.8143279993246727	0.408	0.5390070921985816	0.9047619047619048	
mt14	AT	0.8131361939483948	0.404	0.5673758865248227	0.8602150537634409	
mt14	AT	0.8094686856395613	0.376	0.574468085106383	0.7641509433962265	
mt14	AT	0.8084521906628401	0.25	0.5177304964539007	0.7525773195876289	
mt14	AT	0.8078668991804665	0.284	0.49645390070921985	0.8235294117647058	
mt14	AT	0.80731541161477	0.368	0.5602836879432624	0.7745098039215687	
mt14	AT	0.8061130078947916	0.416	0.5177304964539007	0.948051948051948	
mt14	AT	0.8059685548382057	0.367	0.5390070921985816	0.8735632183908046	
mt14	AT	0.7997308971511201	0.355	0.5673758865248227	0.7619047619047619	
mt14	AT	0.791884226320768	0.402	0.5106382978723404	0.935064935064935	
mt14	AT	0.7886857565428009	0.313	0.5673758865248227	0.7692307692307693	
mt14	AT	0.7525650964731118	0.235	0.5319148936170213	0.8928571428571429	
mt14	AT	0.7059572297310059	0.225	0.5319148936170213	0.7142857142857143	
mt14	ATC	0.5629806860788804				
mt14	ATC	0.5444500849519984				
mt14	ATC	0.5435320621383817				
mt14	ATC	0.5433854879212103				
mt14	ATC	0.5372909668967976				
mt14	ATC	0.5351791518767638				
mt14	ATC	0.5316478270384745				
mt14	ATC	0.5295722992778519				
mt14	ATC	0.5281847756007775				
mt14	ATC	0.52613447990115				
mt14	ATC	0.5204077348122657				
mt14	ATC	0.519882856106209				
mt14	ATC	0.5158711556463286				
mt14	ATC	0.5140608765624995				
mt14	ATC	0.5072532087717865				
mt14	ATC	0.5063875655152239				
mt14	ATC	0.48980793729165334				
mt14	ATC	0.46300365281078393				
mt14	ATC	0.4625268297979096				
mt14	ATC	0.4620830024298077				
mt14	ATC	0.4312695867249541				
mt14	ATC	0.4001027984681518				
mt14	ATC	0.39387936161658704				
mt14	ATC	0.360513372514527				
mt14	ATC	0.3493978313343388				
mt14	TC	0.19075052623746508	0.023	0.028368794326241134	0.2222222222222222	
mt14	TC	0.18971545151317332	0.024	0.028368794326241134	0.2857142857142857	
mt14	TC	0.18834099311489183	0	0	0	
mt14	TC	0.18569856451000114	0.022	0.0	0.0	
mt14	TC	0.18393632678657812	0.028	0.0	0.0	
mt14	TC	0.1832731394388067	0.023	0.03546099290780142	0.23809523809523808	
mt14	TC	0.18320706975291473	0.022	0.0	0.0	
mt14	TC	0.1824471479106869	0.027	0.0425531914893617	0.2608695652173913	
mt14	TC	0.18166857840163209	0.051	0.028368794326241134	0.1111111111111111	
mt14	TC	0.17832786367166575	0.022	0.02127659574468085	0.1875	
mt14	TC	0.1773643341789176	0.022	0.02127659574468085	0.15789473684210525	
mt14	TC	0.17545817791361876	0.034	0.03546099290780142	0.20833333333333334	
mt14	TC	0.1730493568314021	0.036	0.014184397163120567	0.1111111111111111	
mt14	TC	0.17080108770282657	0.034	0.0	0.0	
mt14	TC	0.16923695655185667	0.051	0.014184397163120567	0.09090909090909091	
mt14	TC	0.16852795347220406	0.022	0.0	0.0	
mt14	TC	0.16772045951681092	0.026	0.014184397163120567	0.14285714285714285	
mt14	TC	0.16686836650009595	0.018	0.0	0.0	
mt14	TC	0.16669041536862167	0.043	0.02127659574468085	0.15	
mt14	TC	0.16553773363698535	0.042	0.0	0.0	
mt14	TC	0.16492155002543746	0.044	0.014184397163120567	0.1	
mt14	TC	0.16296840286228448	0.05	0.014184397163120567	0.11764705882352941	
mt14	TC	0.15923521801710208	0.019	0.0	0.0	
mt14	TC	0.15829241161814478	0.027	0.0	0.0	
mt14	TC	0.15435180421800856	0	0	0	
mt15	AT	0.10706163946428328	0.019			
mt15	AT	0.10671510434535243	0.02			
mt15	AT	0.10645868931239391	0			
mt15	AT	0.10634229938217987	0.02			
mt15	AT	0.10584952918436695	0			
mt15	AT	0.10512619816320731	0			
mt15	AT	0.10486382569219566	0.019			
mt15	AT	0.10294272985640929	0			
mt15	AT	0.10250368387966281	0			
mt15	AT	0.10224919732837347	0.019			
mt15	AT	0.10184363549683653	0			
mt15	AT	0.10141672355295231	0.019			
mt15	AT	0.10131548042216719	0.019			
mt15	AT	0.10125021425058693	0			
mt15	AT	0.09979597960571338	0.019			
mt15	AT	0.0993921965627306	0.02			
mt15	AT	0.09862662837336329	0.022			
mt15	AT	0.09786714352152714	0.019			
mt15	AT	0.09639702290646156	0.019			
mt15	AT	0.095692431354611	0.019			
mt15	AT	0.09529977078669362	0			
mt15	AT	0.09447988428973801	0.019			
mt15	AT	0.09314055448748987	0.019			
mt15	AT	0.09275983633198409	0.019			
mt15	AT	0.09104882686993326	0			
mt16	16trunc2A4C	0.5709576700589446				
mt16	16trunc2A4C	0.5584358656469512				
mt16	16trunc2A4C	0.5581094421544244				
mt16	16trunc2A4C	0.5513668775340143				
mt16	16trunc2A4C	0.5488724018756767				
mt16	16trunc2A4C	0.5478508857961965				
mt16	16trunc2A4C	0.5444426994402295				
mt16	16trunc2A4C	0.5148293813674593				
mt16	16trunc2A4C	0.49251810939206436				
mt16	16trunc2A4C	0.48504780848769663				
mt16	16trunc2A4C	0.4679292532499421				
mt16	16trunc2A4C	0.4548685850473709				
mt16	16trunc2A4C	0.44555758631616027				
mt16	16trunc2A4C	0.4446854838746715				
mt16	16trunc2A4C	0.44098247952668884				
mt16	16trunc2A4C	0.4366917779765384				
mt16	16trunc2A4C	0.4255329146543792				
mt16	16trunc2A4C	0.4156753379517151				
mt16	16trunc2A4C	0.4143294428506596				
mt16	16trunc2A4C	0.41328101951187907				
mt16	16trunc2A4C	0.4091371960643192				
mt16	16trunc2A4C	0.406533252268094				
mt16	16trunc2A4C	0.4054147143642515				
mt16	16trunc2A4C	0.40242080130770247				
mt16	16trunc2A4C	0.3965331240149881				
mt16	1A2C	0.6247659029389743				
mt16	1A2C	0.6235456898230775				
mt16	1A2C	0.5954471320287864				
mt16	1A2C	0.5891404024494529				
mt16	1A2C	0.5824443099405454				
mt16	1A2C	0.5721341927055318				
mt16	1A2C	0.5684599013583809				
mt16	1A2C	0.5675933751479065				
mt16	1A2C	0.5672291643969829				
mt16	1A2C	0.5656276749459959				
mt16	1A2C	0.5654282315804959				
mt16	1A2C	0.5645446834408228				
mt16	1A2C	0.5566763732541089				
mt16	1A2C	0.545820334781081				
mt16	1A2C	0.5350476317679865				
mt16	1A2C	0.5300336005733516				
mt16	1A2C	0.5245657768320723				
mt16	1A2C	0.5171928915411708				
mt16	1A2C	0.5103794343040026				
mt16	1A2C	0.49653533991685855				
mt16	1A2C	0.4950157963236128				
mt16	1A2C	0.48020238607977517				
mt16	1A2C	0.476584243663232				
mt16	1A2C	0.4566232146817515				
mt16	1A2C	0.44852550686739245				
mt16	2A4C	0.5477584542288161				
mt16	2A4C	0.5471595075260541				
mt16	2A4C	0.5436968190085146				
mt16	2A4C	0.5370347871184005				
mt16	2A4C	0.5331609063313787				
mt16	2A4C	0.4994833821519145				
mt16	2A4C	0.490606716016549				
mt16	2A4C	0.4816719874422061				
mt16	2A4C	0.46303215472250553				
mt16	2A4C	0.46286111427019705				
mt16	2A4C	0.45564375003932045				
mt16	2A4C	0.4475205504451545				
mt16	2A4C	0.44161187123420087				
mt16	2A4C	0.43278307245766756				
mt16	2A4C	0.41484564487789855				
mt16	2A4C	0.4081651355693632				
mt16	2A4C	0.4019979757557691				
mt16	2A4C	0.39334398547223803				
mt16	2A4C	0.39332037085397287				
mt16	2A4C	0.39198444271864635				
mt16	2A4C	0.38565266526100783				
mt16	2A4C	0.3754894381678894				
mt16	2A4C	0.3721804090908331				
mt16	2A4C	0.36670895054111285				
mt16	2A4C	0.35813464217965435				
mt16	2A4C2T	0.4977908047647399				
mt16	2A4C2T	0.4821374633088762				
mt16	2A4C2T	0.47725821693246806				
mt16	2A4C2T	0.47368484076517087				
mt16	2A4C2T	0.46814975730871106				
mt16	2A4C2T	0.46640731973193816				
mt16	2A4C2T	0.4402386840777131				
mt16	2A4C2T	0.4164443963216911				
mt16	2A4C2T	0.41622757073828187				
mt16	2A4C2T	0.40275650750158204				
mt16	2A4C2T	0.3957083260225645				
mt16	2A4C2T	0.38551602277081487				
mt16	2A4C2T	0.38485806860890337				
mt16	2A4C2T	0.38333803036282355				
mt16	2A4C2T	0.3819923283906258				
mt16	2A4C2T	0.3725551040576474				
mt16	2A4C2T	0.3693003824746023				
mt16	2A4C2T	0.3620916293102865				
mt16	2A4C2T	0.3546018726924298				
mt16	2A4C2T	0.35426439268254556				
mt16	2A4C2T	0.3508245276341438				
mt16	2A4C2T	0.34742620197313356				
mt16	2A4C2T	0.3403848833226347				
mt16	2A4C2T	0.3379282649323946				
mt16	2A4C2T	0.3337347680128947				
mt16	3A4C	0.4708214832933874				
mt16	3A4C	0.4509972976315096				
mt16	3A4C	0.44797105363980094				
mt16	3A4C	0.41974309076703353				
mt16	3A4C	0.4191435475026013				
mt16	3A4C	0.4169522484202531				
mt16	3A4C	0.41669986592918784				
mt16	3A4C	0.4165992740402377				
mt16	3A4C	0.41511365653759436				
mt16	3A4C	0.3877098584029992				
mt16	3A4C	0.38244240316074346				
mt16	3A4C	0.37841821646542884				
mt16	3A4C	0.367185526987879				
mt16	3A4C	0.3483555199812667				
mt16	3A4C	0.33990708086479016				
mt16	3A4C	0.33072999736651554				
mt16	3A4C	0.3255597604278826				
mt16	3A4C	0.3209141019894425				
mt16	3A4C	0.31847707477499254				
mt16	3A4C	0.3184581679462557				
mt16	3A4C	0.3176707930167873				
mt16	3A4C	0.31659308261918456				
mt16	3A4C	0.31305286842046337				
mt16	3A4C	0.28108603334294413				
mt16	3A4C	0.2797994204586082				
mt16	42trunc2A4C	0.6737808499310395				
mt16	42trunc2A4C	0.6721507420032462				
mt16	42trunc2A4C	0.6495548094928079				
mt16	42trunc2A4C	0.6332919019882501				
mt16	42trunc2A4C	0.6275314910460853				
mt16	42trunc2A4C	0.6171093054202452				
mt16	42trunc2A4C	0.6043021886438362				
mt16	42trunc2A4C	0.5953086989719041				
mt16	42trunc2A4C	0.5895488132623116				
mt16	42trunc2A4C	0.5744621516517023				
mt16	42trunc2A4C	0.5676348858037465				
mt16	42trunc2A4C	0.564776377889261				
mt16	42trunc2A4C	0.5551811800281883				
mt16	42trunc2A4C	0.5438229202626071				
mt16	42trunc2A4C	0.5326687613921383				
mt16	42trunc2A4C	0.5217612553351384				
mt16	42trunc2A4C	0.5162691788866525				
mt16	42trunc2A4C	0.5077598332510643				
mt16	42trunc2A4C	0.5071411101073736				
mt16	42trunc2A4C	0.5001257758668969				
mt16	42trunc2A4C	0.49804783804090225				
mt16	42trunc2A4C	0.4906048975941586				
mt16	42trunc2A4C	0.4893822670123173				
mt16	42trunc2A4C	0.487290432200996				
mt16	42trunc2A4C	0.4696165114062373				
mt16	4A4C	0.4297929753648555				
mt16	4A4C	0.41374961828790646				
mt16	4A4C	0.4105547595233589				
mt16	4A4C	0.4045055875633009				
mt16	4A4C	0.378964600876558				
mt16	4A4C	0.3594762652006001				
mt16	4A4C	0.3565071714549451				
mt16	4A4C	0.3458938560591175				
mt16	4A4C	0.3307313378048245				
mt16	4A4C	0.32998572002238225				
mt16	4A4C	0.32775384165631777				
mt16	4A4C	0.3143893174292761				
mt16	4A4C	0.2985116160850744				
mt16	4A4C	0.29846057218280464				
mt16	4A4C	0.2982697592408267				
mt16	4A4C	0.28959365321952224				
mt16	4A4C	0.28871738388874524				
mt16	4A4C	0.28007671713189125				
mt16	4A4C	0.2770782046925505				
mt16	4A4C	0.27345940461124235				
mt16	4A4C	0.2676918371575992				
mt16	4A4C	0.2630701999662351				
mt16	4A4C	0.2523724883345934				
mt16	4A4C	0.24751980045809907				
mt16	4A4C	0.21201500506313756				
mt16	AC	0.7764424936066934	0.397	0.3380281690140845	0.5333333333333333	
mt16	AC	0.6864778474707559	0.166	0.18309859154929578	0.5416666666666666	
mt16	AC	0.6784197085151831	0.116	0.0892018779342723	0.5757575757575758	
mt16	AC	0.6783533765270806	0.259	0.39906103286384975	0.48295454545454547	
mt16	AC	0.677211653170956	0.344	0.18309859154929578	0.4588235294117647	
mt16	AC	0.6750231214836716	0.197	0.17370892018779344	0.5285714285714286	
mt16	AC	0.671588317319	0.193	0.28169014084507044	0.4838709677419355	
mt16	AC	0.6657835596756054	0.307	0.20187793427230047	0.3944954128440367	
mt16	AC	0.6602763468604463	0.185	0.18309859154929578	0.4936708860759494	
mt16	AC	0.655272214738627	0.187	0.18309859154929578	0.52	
mt16	AC	0.6538092198522064	0.288	0.18779342723004694	0.5333333333333333	
mt16	AC	0.6413311895252164	0.21	0.2535211267605634	0.4576271186440678	
mt16	AC	0.6336435429364278	0.221	0.27230046948356806	0.37662337662337664	
mt16	AC	0.6288523849075005	0.092	0.09389671361502347	0.5405405405405406	
mt16	AC	0.613815227429354	0.233	0.18309859154929578	0.43820224719101125	
mt16	AC	0.6111282723232161	0.086	0.09859154929577464	0.5526315789473685	
mt16	AC	0.6106707970733856	0.103	0.1643192488262911	0.5555555555555556	
mt16	AC	0.6003879043035183	0.207	0.24882629107981222	0.4818181818181818	
mt16	AC	0.5893208831289334	0.118	0.1643192488262911	0.5147058823529411	
mt16	AC	0.5823159847723124	0.063	0.09389671361502347	0.5714285714285714	
mt16	AC	0.576493993640224	0.145	0.2300469483568075	0.5384615384615384	
mt16	AC	0.5744635403195252	0.11	0.08450704225352113	0.2647058823529412	
mt16	AC	0.5091140980723222	0.108	0.1784037558685446	0.5428571428571428	
mt16	AC	0.4569769421758313	0.086	0.20187793427230047	0.5180722891566265	
mt16	AC	0.4517988260473936	0.114	0.046948356807511735	0.18181818181818182	
mt16	AT	0.8816242989120942	0.626	0.49765258215962443	0.9906542056074766	
mt16	AT	0.8807889830051341	0.619	0.49295774647887325	0.9905660377358491	
mt16	AT	0.8807004045354083	0.642	0.43661971830985913	0.9893617021276596	
mt16	AT	0.8806895072590805	0.63	0.49295774647887325	0.9905660377358491	
mt16	AT	0.8803383319621891	0.633	0.45539906103286387	0.9897959183673469	
mt16	AT	0.88028015272298	0.636	0.43661971830985913	0.9893617021276596	
mt16	AT	0.8802351514042416	0.644	0.43661971830985913	0.9893617021276596	
mt16	AT	0.8800368206692794	0.629	0.460093896713615	0.98989898989899	
mt16	AT	0.8800319882274642	0.638	0.460093896713615	0.98	
mt16	AT	0.8798939469503617	0.633	0.4788732394366197	0.9902912621359223	
mt16	AT	0.8795163811352226	0.636	0.48826291079812206	0.9904761904761905	
mt16	AT	0.8794037578471026	0.648	0.4788732394366197	0.9902912621359223	
mt16	AT	0.8786551768910457	0.638	0.43661971830985913	0.9893617021276596	
mt16	AT	0.8785716934996652	0.64	0.43661971830985913	0.9893617021276596	
mt16	AT	0.8774187118485698	0.633	0.4460093896713615	0.979381443298969	
mt16	AT	0.8747128813082379	0.621	0.4694835680751174	0.9900990099009901	
mt16	AT	0.874011358157371	0.629	0.4460093896713615	0.9895833333333334	
mt16	AT	0.8735344633607097	0.63	0.431924882629108	0.989247311827957	
mt16	AT	0.8730638812624621	0.622	0.4694835680751174	0.9900990099009901	
mt16	AT	0.8730610274568334	0.63	0.4413145539906103	0.9894736842105263	
mt16	AT	0.8730334344934212	0.635	0.43661971830985913	0.9893617021276596	
mt16	AT	0.8716720743924378	0.635	0.43661971830985913	0.9893617021276596	
mt16	AT	0.87121447834435	0.627	0.43661971830985913	0.9893617021276596	
mt16	AT	0.8711942366093747	0.629	0.4460093896713615	0.9895833333333334	
mt16	AT	0.8697620581923217	0.632	0.43661971830985913	0.9893617021276596	
mt16	ATC	0.6862313521391844				
mt16	ATC	0.674984918581836				
mt16	ATC	0.6279823586483373				
mt16	ATC	0.6220523857685628				
mt16	ATC	0.6141494182421527				
mt16	ATC	0.607843949421376				
mt16	ATC	0.6049001721267295				
mt16	ATC	0.6034887176571947				
mt16	ATC	0.6030460340603964				
mt16	ATC	0.6023548780144435				
mt16	ATC	0.5931202433626698				
mt16	ATC	0.5920222244713469				
mt16	ATC	0.5807913533999776				
mt16	ATC	0.5791621950305501				
mt16	ATC	0.5744784754385066				
mt16	ATC	0.5741246170202192				
mt16	ATC	0.567244406730276				
mt16	ATC	0.564690980467632				
mt16	ATC	0.5610733634347733				
mt16	ATC	0.5598971995788926				
mt16	ATC	0.5491399086969737				
mt16	ATC	0.5488493277346945				
mt16	ATC	0.5484463234516874				
mt16	ATC	0.5428040366319493				
mt16	ATC	0.5325641918510597				
mt16	TC	0.2700369249928497	0.072	0.056338028169014086	0.3076923076923077	
mt16	TC	0.2619620933101431	0.07	0.07042253521126761	0.36585365853658536	
mt16	TC	0.259958200112562	0.058	0.06103286384976526	0.34210526315789475	
mt16	TC	0.24967201562434493	0.073	0.07042253521126761	0.38461538461538464	
mt16	TC	0.2475559547167878	0.081	0.06103286384976526	0.34210526315789475	
mt16	TC	0.24187141001108264	0.072	0.06103286384976526	0.3023255813953488	
mt16	TC	0.2396023535326774	0.067	0.03286384976525822	0.2413793103448276	
mt16	TC	0.23803621757770413	0.067	0.06103286384976526	0.37142857142857144	
mt16	TC	0.23503842689736165	0.077	0.051643192488262914	0.3055555555555556	
mt16	TC	0.23059554583009734	0.065	0.03286384976525822	0.22580645161290322	
mt16	TC	0.22982685086527085	0.071	0.06572769953051644	0.3888888888888889	
mt16	TC	0.22714429734726882	0.052	0.051643192488262914	0.4074074074074074	
mt16	TC	0.22584830331383696	0.067	0.051643192488262914	0.4074074074074074	
mt16	TC	0.2226585651084002	0.075	0.056338028169014086	0.3076923076923077	
mt16	TC	0.21431167636664394	0.04	0.014084507042253521	0.14285714285714285	
mt16	TC	0.2141580755028651	0.045	0.04225352112676056	0.375	
mt16	TC	0.2140613907955627	0.057	0.056338028169014086	0.36363636363636365	
mt16	TC	0.21292470051501364	0.048	0.023474178403755867	0.19230769230769232	
mt16	TC	0.2118181015937437	0.051	0.046948356807511735	0.3225806451612903	
mt16	TC	0.19438904988612593	0.056	0.051643192488262914	0.36666666666666664	
mt16	TC	0.19132081467869003	0.068	0.046948356807511735	0.3333333333333333	
mt16	TC	0.1869254869160607	0.048	0.03286384976525822	0.30434782608695654	
mt16	TC	0.18675623487471024	0.041	0.03755868544600939	0.34782608695652173	
mt16	TC	0.1799317957353913	0.053	0.046948356807511735	0.3448275862068966	
mt16	TC	0.15189010269108139	0.037	0.06572769953051644	0.9333333333333333	
